"ID","response","data_location","duration","confidence","reason","lineup","attempt","weight"
354,"12",12,21,5,"4_","turk11-autismordered-4",10,1
354,"3",7,25,4,"4_","turk11-dialyzerheterogeneous-5",1,1
354,"2",15,18,5,"1_","turk11-autismfanned2-2",9,1
354,"2",13,56,5,"1_","turk11-cyclone-3",5,1
354,"18",18,12,5,"3_","turk11-examcorr-4",11,1
354,"10",10,10,5,"3_","turk11-dialyzernonlinear-4",7,1
354,"6",20,14,5,"3_","turk11-radontranef-4",8,1
355,"20",20,49,1,"3_","turk11-autismordered-3",10,1
355,"17",7,50,2,"2_","turk11-autismfanned2-3",1,1
355,"10",10,16,1,"3_","turk11-dialyzernonlinear-3",6,1
355,"18",18,21,1,"3_","turk11-examcorr-4",5,1
355,"20",13,18,2,"3_","turk11-cyclone-4",12,1
355,"20",13,27,2,"4_","turk11-cyclone-2",8,1
355,"20",14,23,1,"1_","turk11-radontranef-3",3,1
355,"20",19,43,3,"1_","turk11-dialyzerheterogeneous-3",4,1
355,"19",16,30,4,"2_","turk11-examfanned-1",9,1
356,"10",10,41,1,"3_","turk11-dialyzernonlinear-1",1,1
356,"10",10,18,1,"3_","turk11-autismordered-5",3,1
356,"4",16,61,5,"1_","turk11-examfanned-1",7,1
356,"10",10,104,3,"3_","turk11-autismfanned2-4",11,1
356,"8",8,53,1,"3_","turk11-examcorr-2",4,0.5
356,"20",8,53,1,"3_","turk11-examcorr-2",4,0.5
356,"13",13,36,3,"4_","turk11-cyclone-2",10,1
356,"11",18,104,1,"4_","turk11-radontranef-2",5,0.5
356,"12",18,104,1,"4_","turk11-radontranef-2",5,0.5
356,"20",19,56,5,"1_","turk11-dialyzerheterogeneous-3",6,1
357,"10",10,14,3,"3_","turk11-autismordered-1",3,1
357,"10",10,17,1,"3_","turk11-dialyzernonlinear-4",1,1
357,"16",16,70,2,"3_","turk11-examfanned-3",4,1
357,"16",14,50,2,"3_","turk11-radontranef-3",2,1
357,"16",16,49,3,"3_","turk11-autismfanned2-1",7,1
357,"17",6,27,2,"3_","turk11-examcorr-3",6,1
357,"13",13,29,3,"1_","turk11-cyclone-5",10,1
357,"19",7,37,3,"1_","turk11-dialyzerheterogeneous-5",11,1
358,"18",19,55,3,"3_","turk11-radontranef-1",5,1
358,"19",16,42,3,"5_Angle of the lines","turk11-examfanned-1",2,1
358,"10",10,17,5,"3_","turk11-dialyzernonlinear-1",4,1
358,"10",10,17,4,"3_","turk11-examcorr-5",3,1
358,"13",13,32,3,"4_","turk11-cyclone-1",11,1
358,"20",19,26,3,"1_","turk11-autismordered-2",8,0.5
358,"19",19,26,3,"1_","turk11-autismordered-2",8,0.5
358,"16",16,24,3,"2_","turk11-autismfanned2-1",10,1
358,"10",10,68,2,"3_","turk11-dialyzerheterogeneous-2",9,1
359,"8",8,48,4,"5_the blue line is the most diagonal","turk11-examcorr-2",8,1
359,"6",20,81,4,"5_the gray bar is not visible","turk11-radontranef-4",3,1
359,"10",10,19,4,"4_","turk11-autismordered-5",10,1
359,"13",13,28,3,"5_middle is thinnest","turk11-cyclone-1",12,1
359,"2",15,119,2,"5_guessed","turk11-autismfanned2-2",9,1
359,"10",10,32,5,"5_the line curves the most","turk11-dialyzernonlinear-5",2,1
359,"1",19,136,3,"5_top and bottom are the clearest","turk11-dialyzerheterogeneous-1",11,1
359,"13",13,63,4,"5_it is the thinnest in the middle","turk11-cyclone-1",6,1
359,"4",16,80,5,"5_it has a small piece which is completely separated from the rest.","turk11-examfanned-3",5,1
361,"16",16,55,3,"3_","turk11-examfanned-4",4,1
361,"10",10,30,2,"3_","turk11-examcorr-5",5,1
361,"13",13,114,3,"5_Better defined shape","turk11-cyclone-5",10,1
361,"10",10,23,2,"3_","turk11-autismordered-5",7,1
361,"19",19,138,4,"13_","turk11-radontranef-1",8,1
361,"19",19,169,3,"5_Data distribution (shape of results)","turk11-dialyzerheterogeneous-1",6,1
361,"7",16,115,2,"2_","turk11-autismfanned2-5",2,0.333333333333333
361,"14",16,115,2,"2_","turk11-autismfanned2-5",2,0.333333333333333
361,"4",16,115,2,"2_","turk11-autismfanned2-5",2,0.333333333333333
361,"10",10,37,1,"3_","turk11-dialyzernonlinear-3",11,1
362,"8",18,27,4,"4_","turk14-exam-fanned-withslope-1",10,1
362,"9",18,21,4,"3_","turk14-exam-fanned-withslope-1",31,1
362,"9",7,18,4,"3_","turk14-exam-fanned-withslope-2",28,1
362,"5",7,16,4,"2_","turk14-exam-fanned-withslope-2",32,1
362,"9",15,17,5,"3_","turk14-exam-fanned-withslope-3",19,1
362,"5",15,27,4,"2_","turk14-exam-fanned-withslope-3",7,1
362,"9",15,10,4,"3_","turk14-exam-fanned-withslope-3",12,1
362,"5",13,65,4,"2_","turk14-exam-fanned-withslope-4",1,1
362,"9",10,23,4,"4_","turk14-exam-fanned-withslope-5",8,1
362,"5",19,77,4,"3_","turk14-dialyzerheterogeneous-1",21,1
362,"5",19,11,5,"3_","turk14-dialyzerheterogeneous-1",18,1
362,"17",10,12,4,"3_","turk14-dialyzerheterogeneous-2",14,1
362,"6",10,20,4,"2_","turk14-dialyzerheterogeneous-2",5,1
362,"3",19,41,3,"3_","turk14-dialyzerheterogeneous-3",3,1
362,"8",12,17,5,"4_","turk14-dialyzerheterogeneous-4",29,1
362,"20",7,24,4,"4_","turk14-dialyzerheterogeneous-5",36,1
362,"4",7,27,4,"3_","turk14-dialyzerheterogeneous-5",13,1
362,"18",7,29,3,"3_","turk14-dialyzerheterogeneous-5",4,1
362,"19",19,19,5,"2_","turk14-dialyzerhomogeneous-1",33,1
362,"7",10,20,5,"3_","turk14-dialyzerhomogeneous-2",27,1
362,"20",10,15,5,"3_","turk14-dialyzerhomogeneous-2",20,1
362,"12",12,19,5,"2_","turk14-dialyzerhomogeneous-4",34,1
362,"10",12,21,4,"3_","turk14-dialyzerhomogeneous-4",11,1
362,"7",7,20,5,"2_","turk14-dialyzerhomogeneous-5",35,1
362,"7",7,19,5,"2_","turk14-dialyzerhomogeneous-5",37,1
362,"9",2,25,5,"2_","turk14-dialyzerhomogeneous-dots-2",22,0.5
362,"6",2,25,5,"2_","turk14-dialyzerhomogeneous-dots-2",22,0.5
362,"17",18,20,5,"3_","turk14-cyclone.radon-1",25,1
362,"18",6,33,4,"4_","turk14-cyclone.radon-2",23,1
362,"4",6,18,5,"2_","turk14-cyclone.radon-2",39,1
362,"4",6,23,5,"2_","turk14-cyclone.radon-2",26,1
362,"13",9,32,4,"3_","turk14-cyclone.radon-3",9,1
362,"5",9,23,4,"4_","turk14-cyclone.radon-3",24,1
362,"16",5,27,4,"1_","turk14-cyclone.radon-4",15,1
362,"1",4,18,5,"3_","turk14-radon.qq.b2-1",6,1
362,"3",10,49,3,"4_","turk14-radon.qq.b1-3",2,1
362,"19",10,16,4,"1_","turk14-radon.qq.b2-3",17,1
362,"19",10,17,5,"4_","turk14-radon.qq.b2-3",38,1
362,"1",18,25,5,"3_","turk14-radon.qq.b1-4",40,1
362,"20",18,29,5,"3_","turk14-radon.qq.b1-4",30,1
362,"4",3,20,5,"3_","turk14-radon.qq.b2-5",16,1
363,"3",7,14,4,"1_","turk14-exam-fanned-withslope-2",6,1
363,"4",10,15,4,"1_","turk14-exam-fanned-withslope-5",9,1
363,"12",12,18,4,"3_","turk14-dialyzerheterogeneous-4",7,1
363,"3",19,13,3,"1_","turk14-dialyzerhomogeneous-1",2,1
363,"10",19,17,4,"1_","turk14-dialyzerhomogeneous-3",10,1
363,"20",4,33,4,"2_","turk14-dialyzerhomogeneous-dots-4",5,1
363,"3",5,25,3,"3_","turk14-cyclone.radon-4",8,1
363,"1",4,26,4,"1_","turk14-radon.qq.b2-1",1,1
363,"4",19,16,4,"1_","turk14-radon.qq.b2-2",3,1
363,"2",10,16,4,"1_","turk14-radon.qq.b2-3",4,1
363,"5",3,16,3,"1_","turk14-radon.qq.b1-5",11,1
364,"9",7,21,3,"1_","turk14-exam-fanned-withslope-2",5,1
364,"5",19,23,4,"2_","turk14-dialyzerheterogeneous-1",4,1
364,"7",7,13,4,"2_","turk14-dialyzerheterogeneous-5",7,1
364,"6",2,27,4,"1_","turk14-dialyzerhomogeneous-dots-2",9,1
364,"1",3,37,3,"5_most dot","turk14-dialyzerhomogeneous-dots-3",2,1
364,"9",5,33,4,"1_","turk14-cyclone.radon-4",10,1
364,"17",4,24,4,"2_","turk14-radon.qq.b1-1",6,1
364,"16",10,31,3,"2_","turk14-radon.qq.b1-3",1,1
364,"7",18,16,4,"1_","turk14-radon.qq.b2-4",3,1
364,"4",3,16,4,"1_","turk14-radon.qq.b2-5",8,1
365,"9",15,23,1,"3_","turk14-exam-fanned-withslope-3",6,1
365,"9",13,71,1,"3_","turk14-exam-fanned-withslope-4",11,1
365,"19",19,126,1,"3_","turk14-dialyzerheterogeneous-1",5,1
365,"7",10,30,1,"3_","turk14-dialyzerheterogeneous-2",7,0.5
365,"17",10,30,1,"3_","turk14-dialyzerheterogeneous-2",7,0.5
365,"13",19,23,1,"3_","turk14-dialyzerhomogeneous-1",8,1
365,"3",7,51,1,"3_","turk14-dialyzerhomogeneous-5",3,1
365,"7",4,21,1,"3_","turk14-dialyzerhomogeneous-dots-4",10,1
365,"15",5,145,1,"3_","turk14-dialyzerhomogeneous-dots-5",9,1
365,"17",18,105,1,"4_","turk14-cyclone.radon-1",1,1
365,"5",19,84,1,"3_","turk14-cyclone.radon-5",4,1
365,"5",3,142,1,"13_","turk14-radon.qq.b1-5",2,1
366,"9",7,533,3,"13_","turk14-exam-fanned-withslope-2",2,1
366,"7",10,139,1,"3_","turk14-dialyzerheterogeneous-2",10,0.5
366,"19",10,139,1,"3_","turk14-dialyzerheterogeneous-2",10,0.5
366,"11",10,21,1,"3_","turk14-dialyzerhomogeneous-2",5,1
366,"6",19,50,1,"3_","turk14-dialyzerhomogeneous-3",3,1
366,"10",12,57,1,"3_","turk14-dialyzerhomogeneous-4",4,1
366,"3",7,40,1,"3_","turk14-dialyzerhomogeneous-5",7,1
366,"3",3,160,1,"2_","turk14-dialyzerhomogeneous-dots-3",8,1
366,"19",19,144,1,"1_","turk14-cyclone.radon-5",6,1
366,"16",10,57,1,"3_","turk14-radon.qq.b2-3",1,1
366,"8",3,96,1,"4_","turk14-radon.qq.b2-5",9,1
367,"18",15,301,3,"2_","turk14-exam-fanned-withslope-3",4,1
367,"19",7,196,1,"1_","turk14-dialyzerheterogeneous-5",10,1
367,"7",10,240,2,"1_","turk14-dialyzerhomogeneous-2",5,1
367,"13",1,182,1,"2_","turk14-dialyzerhomogeneous-dots-1",6,1
367,"10",2,98,1,"1_","turk14-dialyzerhomogeneous-dots-2",1,1
367,"15",4,299,1,"1_","turk14-dialyzerhomogeneous-dots-4",3,1
367,"10",18,224,1,"1_","turk14-cyclone.radon-1",2,1
367,"12",6,139,1,"3_","turk14-cyclone.radon-2",8,1
367,"1",4,49,1,"3_","turk14-radon.qq.b2-1",7,1
367,"10",19,98,1,"5_straight line","turk14-radon.qq.b1-2",9,1
367,"6",19,78,1,"3_","turk14-radon.qq.b1-2",11,1
368,"9",13,84,5,"23_","turk14-exam-fanned-withslope-4",2,1
368,"15",10,94,5,"123_","turk14-exam-fanned-withslope-5",4,1
368,"17",12,137,3,"3_","turk14-dialyzerheterogeneous-4",9,1
368,"13",19,60,5,"3_","turk14-dialyzerhomogeneous-1",1,1
368,"12",12,193,5,"3_","turk14-dialyzerhomogeneous-4",8,1
368,"14",6,146,4,"4_","turk14-cyclone.radon-2",10,1
368,"8",5,157,5,"3_","turk14-cyclone.radon-4",6,0.5
368,"1",5,157,5,"3_","turk14-cyclone.radon-4",6,0.5
368,"2",10,72,4,"1_","turk14-radon.qq.b1-3",5,1
368,"20",18,95,4,"34_","turk14-radon.qq.b1-4",3,1
368,"19",18,32,5,"3_","turk14-radon.qq.b2-4",7,1
369,"20",18,23,4,"13_","turk14-exam-fanned-withslope-1",9,0.5
369,"8",18,23,4,"13_","turk14-exam-fanned-withslope-1",9,0.5
369,"20",7,25,4,"13_","turk14-exam-fanned-withslope-2",5,0.5
369,"9",7,25,4,"13_","turk14-exam-fanned-withslope-2",5,0.5
369,"10",10,19,4,"34_","turk14-dialyzerheterogeneous-2",6,1
369,"1",19,56,5,"3_","turk14-dialyzerheterogeneous-3",1,1
369,"10",12,28,5,"3_","turk14-dialyzerheterogeneous-4",4,1
369,"19",19,18,3,"12_","turk14-dialyzerhomogeneous-3",10,0.5
369,"20",19,18,3,"12_","turk14-dialyzerhomogeneous-3",10,0.5
369,"7",3,35,3,"13_","turk14-dialyzerhomogeneous-dots-3",8,1
369,"12",6,49,3,"4_","turk14-cyclone.radon-2",7,1
369,"19",19,41,3,"4_","turk14-cyclone.radon-5",3,0.5
369,"5",19,41,3,"4_","turk14-cyclone.radon-5",3,0.5
369,"6",19,35,3,"13_","turk14-radon.qq.b1-2",2,1
370,"10",10,17,4,"2_","turk14-dialyzerhomogeneous-2",7,1
370,"7",7,11,2,"2_","turk14-dialyzerhomogeneous-5",10,1
370,"3",1,25,4,"1_","turk14-dialyzerhomogeneous-dots-1",3,0.5
370,"15",1,25,4,"1_","turk14-dialyzerhomogeneous-dots-1",3,0.5
370,"18",2,17,4,"1_","turk14-dialyzerhomogeneous-dots-2",2,1
370,"13",4,12,3,"1_","turk14-dialyzerhomogeneous-dots-4",6,0.333333333333333
370,"18",4,12,3,"1_","turk14-dialyzerhomogeneous-dots-4",6,0.333333333333333
370,"3",4,12,3,"1_","turk14-dialyzerhomogeneous-dots-4",6,0.333333333333333
370,"16",9,42,2,"4_","turk14-cyclone.radon-3",1,1
370,"6",5,33,5,"4_","turk14-cyclone.radon-4",9,1
370,"1",4,13,1,"3_","turk14-radon.qq.b2-1",8,1
370,"20",19,29,2,"3_","turk14-radon.qq.b2-2",5,1
370,"10",3,41,4,"3_","turk14-radon.qq.b1-5",4,1
371,"3",7,121,1,"1_","turk14-exam-fanned-withslope-2",14,1
371,"7",19,49,1,"1_","turk14-dialyzerheterogeneous-3",15,1
371,"13",12,108,1,"1_","turk14-dialyzerheterogeneous-4",17,1
371,"1",19,66,1,"1_","turk14-dialyzerhomogeneous-1",13,1
371,"9",10,78,1,"1_","turk14-dialyzerhomogeneous-2",9,1
371,"13",19,138,1,"1_","turk14-dialyzerhomogeneous-3",20,1
371,"3",12,86,1,"1_","turk14-dialyzerhomogeneous-4",16,1
371,"8",3,81,1,"1_","turk14-dialyzerhomogeneous-dots-3",7,1
371,"14",4,102,1,"1_","turk14-dialyzerhomogeneous-dots-4",18,1
371,"14",18,216,1,"1_","turk14-cyclone.radon-1",10,1
371,"13",6,131,1,"1_","turk14-cyclone.radon-2",2,1
371,"14",9,109,1,"1_","turk14-cyclone.radon-3",4,1
371,"17",4,73,1,"1_","turk14-radon.qq.b1-1",1,1
371,"17",4,84,1,"1_","turk14-radon.qq.b1-1",12,1
371,"16",19,151,1,"1_","turk14-radon.qq.b1-2",11,1
371,"16",19,54,1,"1_","turk14-radon.qq.b2-2",3,1
371,"18",10,117,1,"1_","turk14-radon.qq.b2-3",5,1
371,"16",3,84,1,"1_","turk14-radon.qq.b1-5",19,1
371,"10",3,265,1,"1_","turk14-radon.qq.b1-5",8,1
371,"4",3,55,1,"1_","turk14-radon.qq.b2-5",6,1
372,"15",19,28,5,"4_","turk14-dialyzerheterogeneous-3",9,1
372,"12",12,23,4,"2_","turk14-dialyzerhomogeneous-4",1,1
372,"10",12,282,4,"4_","turk14-dialyzerhomogeneous-4",14,1
372,"9",2,23,5,"1_","turk14-dialyzerhomogeneous-dots-2",16,1
372,"16",4,17,5,"1_","turk14-dialyzerhomogeneous-dots-4",6,1
372,"7",5,12,4,"1_","turk14-dialyzerhomogeneous-dots-5",20,1
372,"20",18,208,4,"4_","turk14-cyclone.radon-1",2,1
372,"4",6,26,5,"4_","turk14-cyclone.radon-2",8,1
372,"14",5,33,5,"4_","turk14-cyclone.radon-4",4,1
372,"20",19,101,4,"4_","turk14-cyclone.radon-5",13,1
372,"15",4,26,4,"1_","turk14-radon.qq.b1-1",18,1
372,"3",4,12,5,"1_","turk14-radon.qq.b2-1",7,1
372,"16",19,14,5,"1_","turk14-radon.qq.b2-2",3,1
372,"16",19,14,5,"4_","turk14-radon.qq.b2-2",11,1
372,"19",10,16,5,"4_","turk14-radon.qq.b2-3",12,1
372,"1",18,9,4,"1_","turk14-radon.qq.b1-4",21,1
372,"1",18,24,5,"1_","turk14-radon.qq.b1-4",5,1
372,"10",3,35,5,"1_","turk14-radon.qq.b1-5",10,1
372,"10",3,10,4,"1_","turk14-radon.qq.b1-5",19,1
372,"6",3,24,4,"1_","turk14-radon.qq.b1-5",17,1
372,"4",3,44,4,"1_","turk14-radon.qq.b2-5",15,1
375,"3",18,37,3,"2_","turk14-exam-fanned-withslope-1",5,1
375,"5",15,29,3,"2_","turk14-exam-fanned-withslope-3",2,1
375,"3",13,46,4,"2_","turk14-exam-fanned-withslope-4",8,1
375,"1",19,52,3,"3_","turk14-dialyzerheterogeneous-3",7,1
375,"20",18,48,3,"2_","turk14-cyclone.radon-1",10,1
375,"16",9,67,2,"2_","turk14-cyclone.radon-3",3,1
375,"1",19,43,3,"4_","turk14-cyclone.radon-5",9,1
375,"13",19,51,4,"4_","turk14-radon.qq.b2-2",6,1
375,"16",10,91,4,"4_","turk14-radon.qq.b2-3",1,1
375,"2",3,50,3,"4_","turk14-radon.qq.b1-5",4,1
376,"19",19,110,4,"4_","turk14-dialyzerheterogeneous-1",5,1
376,"19",19,67,4,"2_","turk14-dialyzerhomogeneous-3",8,1
376,"7",7,48,4,"3_","turk14-dialyzerhomogeneous-5",7,1
376,"5",2,107,4,"4_","turk14-dialyzerhomogeneous-dots-2",6,1
376,"19",3,81,4,"2_","turk14-dialyzerhomogeneous-dots-3",4,1
376,"11",5,60,4,"4_","turk14-dialyzerhomogeneous-dots-5",9,1
376,"2",6,133,4,"3_","turk14-cyclone.radon-2",1,1
376,"13",19,71,4,"3_","turk14-radon.qq.b2-2",10,1
376,"2",10,76,4,"1_","turk14-radon.qq.b1-3",2,1
376,"20",18,82,4,"2_","turk14-radon.qq.b1-4",3,1
377,"20",7,14,2,"2_","turk14-dialyzerheterogeneous-5",3,1
377,"19",19,10,5,"2_","turk14-dialyzerhomogeneous-1",4,1
377,"10",12,10,3,"1_","turk14-dialyzerhomogeneous-4",9,1
377,"18",4,20,3,"2_","turk14-dialyzerhomogeneous-dots-4",1,1
377,"7",5,9,3,"2_","turk14-dialyzerhomogeneous-dots-5",10,1
377,"17",18,16,3,"2_","turk14-cyclone.radon-1",2,1
377,"6",19,11,4,"2_","turk14-cyclone.radon-5",7,1
377,"1",4,11,5,"3_","turk14-radon.qq.b2-1",5,1
377,"20",18,15,4,"1_","turk14-radon.qq.b1-4",6,1
377,"14",3,9,4,"3_","turk14-radon.qq.b1-5",8,1
379,"9",15,30,2,"1_","turk14-exam-fanned-withslope-3",4,1
379,"2",19,33,2,"1_","turk14-dialyzerheterogeneous-1",9,1
379,"10",10,15,4,"2_","turk14-dialyzerhomogeneous-2",6,1
379,"5",7,34,3,"3_","turk14-dialyzerhomogeneous-5",1,1
379,"7",3,21,4,"3_","turk14-dialyzerhomogeneous-dots-3",2,1
379,"19",9,32,1,"3_","turk14-cyclone.radon-3",5,1
379,"6",19,28,3,"2_","turk14-cyclone.radon-5",10,1
379,"16",4,12,4,"4_","turk14-radon.qq.b1-1",7,1
379,"10",19,37,3,"23_","turk14-radon.qq.b1-2",8,0.5
379,"6",19,37,3,"23_","turk14-radon.qq.b1-2",8,0.5
379,"19",18,42,5,"3_","turk14-radon.qq.b2-4",3,1
380,"9",10,34,3,"1_","turk14-exam-fanned-withslope-5",1,1
380,"10",12,28,3,"14_","turk14-dialyzerheterogeneous-4",2,1
380,"7",7,55,4,"1_","turk14-dialyzerheterogeneous-5",6,1
380,"10",10,245,3,"13_","turk14-dialyzerhomogeneous-2",8,1
380,"5",12,19,3,"13_","turk14-dialyzerhomogeneous-4",3,1
380,"6",3,108,3,"4_","turk14-dialyzerhomogeneous-dots-3",4,1
380,"15",4,210,2,"1_","turk14-dialyzerhomogeneous-dots-4",10,1
380,"2",9,37,4,"1_","turk14-cyclone.radon-3",5,1
380,"1",4,215,4,"3_","turk14-radon.qq.b2-1",7,1
380,"1",18,314,3,"1_","turk14-radon.qq.b1-4",9,1
381,"20",7,33,4,"3_","turk14-exam-fanned-withslope-2",10,1
381,"9",15,46,4,"3_","turk14-exam-fanned-withslope-3",12,1
381,"10",15,52,4,"2_","turk14-exam-fanned-withslope-3",4,1
381,"18",12,106,4,"3_","turk14-dialyzerheterogeneous-4",2,1
381,"19",19,48,4,"2_","turk14-dialyzerhomogeneous-3",3,1
381,"19",3,23,4,"2_","turk14-dialyzerhomogeneous-dots-3",8,1
381,"16",4,77,4,"2_","turk14-dialyzerhomogeneous-dots-4",6,1
381,"14",6,76,4,"3_","turk14-cyclone.radon-2",9,1
381,"16",19,69,4,"3_","turk14-radon.qq.b2-2",1,1
381,"20",10,120,4,"3_","turk14-radon.qq.b1-3",11,1
381,"11",18,82,4,"4_","turk14-radon.qq.b1-4",7,1
381,"19",18,23,4,"3_","turk14-radon.qq.b2-4",5,1
382,"9",7,20,1,"14_","turk14-exam-fanned-withslope-2",4,1
382,"9",13,24,4,"13_","turk14-exam-fanned-withslope-4",1,1
382,"9",10,37,3,"13_","turk14-exam-fanned-withslope-5",5,1
382,"17",19,30,5,"12_","turk14-dialyzerheterogeneous-1",10,1
382,"16",19,27,5,"12_","turk14-dialyzerheterogeneous-3",9,1
382,"18",12,27,5,"2_","turk14-dialyzerheterogeneous-4",7,1
382,"19",19,16,1,"12_","turk14-dialyzerhomogeneous-1",3,1
382,"6",12,38,5,"123_","turk14-dialyzerhomogeneous-4",6,1
382,"4",6,24,5,"1_","turk14-cyclone.radon-2",8,1
382,"19",5,43,3,"12_","turk14-cyclone.radon-4",2,1
383,"5",18,21,2,"2_","turk14-exam-fanned-withslope-1",10,1
383,"10",10,27,2,"3_","turk14-dialyzerheterogeneous-2",8,1
383,"7",7,25,3,"4_","turk14-dialyzerheterogeneous-5",7,1
383,"19",19,58,2,"2_","turk14-dialyzerhomogeneous-3",2,1
383,"7",7,81,2,"24_","turk14-dialyzerhomogeneous-5",1,0.5
383,"19",7,81,2,"24_","turk14-dialyzerhomogeneous-5",1,0.5
383,"19",1,112,1,"3_","turk14-dialyzerhomogeneous-dots-1",3,1
383,"20",18,22,2,"4_","turk14-cyclone.radon-1",9,1
383,"6",6,21,2,"4_","turk14-cyclone.radon-2",5,1
383,"1",9,127,2,"2_","turk14-cyclone.radon-3",4,1
383,"10",18,50,2,"3_","turk14-radon.qq.b1-4",6,1
384,"9",15,103,2,"2_","turk14-exam-fanned-withslope-3",2,1
384,"12",12,42,2,"4_","turk14-dialyzerheterogeneous-4",5,1
384,"10",7,66,3,"3_","turk14-dialyzerheterogeneous-5",9,1
384,"18",19,106,1,"34_","turk14-dialyzerhomogeneous-3",7,0.333333333333333
384,"15",19,106,1,"34_","turk14-dialyzerhomogeneous-3",7,0.333333333333333
384,"4",19,106,1,"34_","turk14-dialyzerhomogeneous-3",7,0.333333333333333
384,"13",1,108,2,"1_","turk14-dialyzerhomogeneous-dots-1",1,0.5
384,"17",1,108,2,"1_","turk14-dialyzerhomogeneous-dots-1",1,0.5
384,"3",3,45,1,"4_","turk14-dialyzerhomogeneous-dots-3",6,1
384,"1",4,37,1,"3_","turk14-radon.qq.b2-1",4,1
384,"6",19,26,1,"2_","turk14-radon.qq.b1-2",3,1
384,"14",19,125,2,"3_","turk14-radon.qq.b2-2",10,1
384,"1",18,60,2,"2_","turk14-radon.qq.b1-4",8,0.5
384,"19",18,60,2,"2_","turk14-radon.qq.b1-4",8,0.5
385,"15",18,110,3,"5_thickness and order of ""lines""","turk14-exam-fanned-withslope-1",8,0.5
385,"7",18,110,3,"5_thickness and order of ""lines""","turk14-exam-fanned-withslope-1",8,0.5
385,"15",10,86,3,"4_","turk14-exam-fanned-withslope-5",3,1
385,"12",12,63,3,"1_","turk14-dialyzerheterogeneous-4",4,1
385,"19",19,134,3,"3_","turk14-dialyzerhomogeneous-3",9,1
385,"5",7,96,3,"3_","turk14-dialyzerhomogeneous-5",10,1
385,"4",6,53,3,"1_","turk14-cyclone.radon-2",2,1
385,"20",19,109,3,"4_","turk14-cyclone.radon-5",5,0.5
385,"4",19,109,3,"4_","turk14-cyclone.radon-5",5,0.5
385,"15",4,61,2,"3_","turk14-radon.qq.b1-1",7,1
385,"1",10,116,3,"3_","turk14-radon.qq.b2-3",6,1
385,"4",3,64,3,"3_","turk14-radon.qq.b2-5",1,1
386,"3",18,17,4,"2_","turk14-exam-fanned-withslope-1",7,1
386,"5",7,38,4,"2_","turk14-exam-fanned-withslope-2",1,1
386,"3",15,14,4,"2_","turk14-exam-fanned-withslope-3",8,1
386,"11",12,26,4,"3_","turk14-dialyzerhomogeneous-4",4,1
386,"6",2,28,3,"2_","turk14-dialyzerhomogeneous-dots-2",5,1
386,"14",3,11,3,"2_","turk14-dialyzerhomogeneous-dots-3",10,1
386,"17",18,50,4,"2_","turk14-cyclone.radon-1",3,1
386,"17",4,12,5,"1_","turk14-radon.qq.b1-1",6,1
386,"10",19,18,5,"1_","turk14-radon.qq.b1-2",9,1
386,"10",3,28,4,"3_","turk14-radon.qq.b1-5",2,1
387,"9",13,61,1,"2_","turk14-exam-fanned-withslope-4",4,1
387,"9",10,66,2,"2_","turk14-exam-fanned-withslope-5",1,1
387,"13",19,66,2,"2_","turk14-dialyzerhomogeneous-1",2,1
387,"19",19,41,2,"1_","turk14-dialyzerhomogeneous-3",9,1
387,"12",12,25,2,"1_","turk14-dialyzerhomogeneous-4",6,1
387,"19",1,42,1,"2_","turk14-dialyzerhomogeneous-dots-1",10,1
387,"10",5,56,4,"1_","turk14-dialyzerhomogeneous-dots-5",3,1
387,"8",6,45,1,"1_","turk14-cyclone.radon-2",8,1
387,"1",18,27,1,"1_","turk14-radon.qq.b1-4",7,1
387,"7",3,47,1,"2_","turk14-radon.qq.b2-5",5,1
388,"13",19,47,5,"4_","turk14-dialyzerheterogeneous-3",1,1
388,"12",12,37,5,"1_","turk14-dialyzerheterogeneous-4",9,1
388,"19",19,68,5,"4_","turk14-dialyzerhomogeneous-3",7,1
388,"2",12,73,5,"3_","turk14-dialyzerhomogeneous-4",5,1
388,"14",2,96,5,"2_","turk14-dialyzerhomogeneous-dots-2",2,1
388,"10",5,73,5,"4_","turk14-dialyzerhomogeneous-dots-5",4,1
388,"18",5,109,5,"2_","turk14-cyclone.radon-4",10,1
388,"10",19,115,5,"4_","turk14-cyclone.radon-5",8,1
388,"6",19,57,5,"4_","turk14-radon.qq.b1-2",3,1
388,"4",3,62,4,"2_","turk14-radon.qq.b2-5",6,1
389,"3",15,70,1,"3_","turk14-exam-fanned-withslope-3",9,1
389,"3",13,93,1,"3_","turk14-exam-fanned-withslope-4",5,1
389,"12",10,36,1,"4_","turk14-dialyzerheterogeneous-2",7,1
389,"12",12,20,1,"4_","turk14-dialyzerheterogeneous-4",3,1
389,"7",7,78,1,"4_","turk14-dialyzerheterogeneous-5",1,1
389,"7",3,76,1,"3_","turk14-dialyzerhomogeneous-dots-3",4,1
389,"12",4,64,1,"13_","turk14-dialyzerhomogeneous-dots-4",8,0.5
389,"18",4,64,1,"13_","turk14-dialyzerhomogeneous-dots-4",8,0.5
389,"15",9,69,1,"2_","turk14-cyclone.radon-3",6,0.5
389,"5",9,69,1,"2_","turk14-cyclone.radon-3",6,0.5
389,"2",10,66,1,"1_","turk14-radon.qq.b1-3",2,1
389,"10",3,32,1,"3_","turk14-radon.qq.b1-5",10,1
